East,North,Year,Season,Date,Transect,Quad,DIST.,Water Depth,Spp,Common Name,Scientific Name,Percent,Height,Density,Obs,Comments
550014,4220014,2010,Summer,8/18/2010,3B,1,623,0,SAPA,Pickleweed,Sarcocornia pacifica,80,50,5,,
550014,4220014,2010,Summer,8/18/2010,3B,1,623,0,BARE,bare ground,N/A,15,,,,
550014,4220014,2010,Summer,8/18/2010,3B,1,623,0,GRST,gum plant,Grindelia stricta,5,67,0,,
550014,4220014,2010,Summer,8/18/2010,3B,2,620,0,SAPA,Pickleweed,Sarcocornia pacifica,5,66,1,,
550014,4220014,2010,Summer,8/18/2010,3B,2,620,0,SPFO,Cordgrass,Spartina foliosa,20,144,29,,
550014,4220014,2010,Summer,8/18/2010,3B,2,620,0,DOM,dead & standing,N/A,15,,,,
550014,4220014,2010,Summer,8/18/2010,3B,2,620,0,BARE,bare ground,N/A,60,,,,
550014,4220014,2010,Summer,8/18/2010,3B,3,616,0,SPFO,Cordgrass,Spartina foliosa,70,132,38,,
550014,4220014,2010,Summer,8/18/2010,3B,3,616,0,BARE,bare ground,N/A,30,,,,
550014,4220014,2010,Summer,8/18/2010,3B,4,614,0,SPFO,Cordgrass,Spartina foliosa,20,97,8,,
550014,4220014,2010,Summer,8/18/2010,3B,4,614,0,BARE,bare ground,N/A,80,,,,
549513,4219635,2010,Summer,8/18/2010,4A,1,0,0,BAPI,coyote bush,Baccharis pilularis,95,75,1,,
549513,4219635,2010,Summer,8/18/2010,4A,1,0,0,LI,Litter (dead & not standing),N/A,10,,,,
549513,4219635,2010,Summer,8/18/2010,4A,2,3,0,BAPI,coyote bush,Baccharis pilularis,90,175,1,,
549513,4219635,2010,Summer,8/18/2010,4A,2,3,0,BARE,bare ground,N/A,10,,,,
549513,4219635,2010,Summer,8/18/2010,4A,3,6,0,SAPA,Pickleweed,Sarcocornia pacifica,100,38,4,,
549513,4219635,2010,Summer,8/18/2010,4A,3,6,0,BARE,bare ground,N/A,5,,,,
549513,4219635,2010,Summer,8/18/2010,4A,4,9,0,SAPA,Pickleweed,Sarcocornia pacifica,100,58,2,,
549513,4219635,2010,Summer,8/18/2010,4A,4,9,0,CUSA,Salt Marsh Dodder,Cuscuta salina,20,43,0,,
549513,4219635,2010,Summer,8/18/2010,4A,5,12,0,SAPA,Pickleweed,Sarcocornia pacifica,95,54,3,,
549513,4219635,2010,Summer,8/18/2010,4A,5,12,0,WR,wrack,N/A,5,,,,
549513,4219635,2010,Summer,8/18/2010,4A,6,15,0,SPFO,Cordgrass,Spartina foliosa,80,95,30,,
549513,4219635,2010,Summer,8/18/2010,4A,6,15,0,MF,mudflat,N/A,20,,,,
549998,4219894,2010,Summer,8/18/2010,4B,1,553,0,MF,mudflat,N/A,100,,,,
549998,4219894,2010,Summer,8/18/2010,4B,2,550,0,MF,mudflat,N/A,100,,,,
549998,4219894,2010,Summer,8/18/2010,4B,3,547,10,OPWA,Open Water,N/A,100,,,,
549998,4219894,2010,Summer,8/18/2010,4B,4,543,25,SPFO,Cordgrass,Spartina foliosa,40,114,35,,
549998,4219894,2010,Summer,8/18/2010,4B,4,543,25,MF,mudflat,N/A,60,,,,
549620,4220029,2011,Summer,9/14/2011,1A,1,0,0,RASA,Common wild radish,Raphanus sativus,5,25,1,WC/AN/PD,
549620,4220029,2011,Summer,9/14/2011,1A,1,0,0,TARA,TARA,dandelion,5,17,0,WC/AN/PD,UNKNOWN DANDELION (TARAXACUM)
549620,4220029,2011,Summer,9/14/2011,1A,1,0,0,DOM,dead & standing,N/A,90,,,WC/AN/PD,
549620,4220029,2011,Summer,9/14/2011,1A,2,3,0,CESO,Yellow star thistle,Centaurea solstitialis,30,43,1,WC/AN/PD,
549620,4220029,2011,Summer,9/14/2011,1A,2,3,0,DOM,dead & standing,N/A,20,,,WC/AN/PD,
549620,4220029,2011,Summer,9/14/2011,1A,2,3,0,LOCO,Birdfoot trefoil,Lotus corniculatus,5,9,9,WC/AN/PD,
549620,4220029,2011,Summer,9/14/2011,1A,2,3,0,BARE,bare ground,N/A,30,,,WC/AN/PD,
549620,4220029,2011,Summer,9/14/2011,1A,2,3,0,TARA,TARA,dandelion,20,11,4,WC/AN/PD,
549620,4220029,2011,Summer,9/14/2011,1A,3,6,0,LOCO,Birdfoot trefoil,Lotus corniculatus,4,9,4,WC/AN/PD,
549620,4220029,2011,Summer,9/14/2011,1A,3,6,0,FRSA,Alkali Heath,Frankenia salina,2,3,1,WC/AN/PD,
549620,4220029,2011,Summer,9/14/2011,1A,3,6,0,DOM,dead & standing,N/A,7,,,WC/AN/PD,
549620,4220029,2011,Summer,9/14/2011,1A,3,6,0,WR,wrack,N/A,40,,,WC/AN/PD,
549620,4220029,2011,Summer,9/14/2011,1A,3,6,0,BARE,bare ground,N/A,45,,,WC/AN/PD,
549620,4220029,2011,Summer,9/14/2011,1A,4,9,0,DISP,Salt Grass,Distichlis spicata,90,31,15,WC/AN/PD,
549620,4220029,2011,Summer,9/14/2011,1A,4,9,0,LOCO,Birdfoot trefoil,Lotus corniculatus,1,14,1,WC/AN/PD,
549620,4220029,2011,Summer,9/14/2011,1A,4,9,0,DOM,dead & standing,N/A,5,,,WC/AN/PD,
549620,4220029,2011,Summer,9/14/2011,1A,4,9,0,FRSA,Alkali Heath,Frankenia salina,2,18,0,WC/AN/PD,
549620,4220029,2011,Summer,9/14/2011,1A,4,9,0,WR,wrack,N/A,20,,,WC/AN/PD,
549620,4220029,2011,Summer,9/14/2011,1A,5,12,2,SAPA,Pickleweed,Sarcocornia pacifica,20,60,6,WC/AN/PD,
549620,4220029,2011,Summer,9/14/2011,1A,5,12,2,CUSA,Salt Marsh Dodder,Cuscuta salina,30,51,,WC/AN/PD,ON SAPA
549620,4220029,2011,Summer,9/14/2011,1A,5,12,2,DOM,dead & standing,N/A,35,,,WC/AN/PD,
549620,4220029,2011,Summer,9/14/2011,1A,5,12,2,BARE,bare ground,N/A,20,,,WC/AN/PD,
549620,4220029,2011,Summer,9/14/2011,1A,6,15,2,DOM,dead & standing,N/A,75,,,WC/AN/PD,
549620,4220029,2011,Summer,9/14/2011,1A,6,15,2,CUSA,Salt Marsh Dodder,Cuscuta salina,5,50,0,WC/AN/PD,ON SAPA
549620,4220029,2011,Summer,9/14/2011,1A,6,15,2,BARE,bare ground,N/A,5,,,WC/AN/PD,
549620,4220029,2011,Summer,9/14/2011,1A,6,15,2,SAPA,Pickleweed,Sarcocornia pacifica,20,71,1,WC/AN/PD,
549620,4220029,2011,Summer,9/14/2011,1A,7,18,3,SAPA,Pickleweed,Sarcocornia pacifica,65,59,6,WC/AN/PD,
549620,4220029,2011,Summer,9/14/2011,1A,7,18,3,CUSA,Salt Marsh Dodder,Cuscuta salina,15,51,,WC/AN/PD,ON SAPA
549620,4220029,2011,Summer,9/14/2011,1A,7,18,3,DISP,Salt Grass,Distichlis spicata,3,48,4,WC/AN/PD,
549620,4220029,2011,Summer,9/14/2011,1A,7,18,3,DOM,dead & standing,N/A,15,,,WC/AN/PD,
549620,4220029,2011,Summer,9/14/2011,1A,7,18,3,BARE,bare ground,N/A,10,,,WC/AN/PD,
549620,4220029,2011,Summer,9/14/2011,1A,8,21,0,SAPA,Pickleweed,Sarcocornia pacifica,40,53,5,WC/AN/PD,
549620,4220029,2011,Summer,9/14/2011,1A,8,21,0,DISP,Salt Grass,Distichlis spicata,10,50,4,WC/AN/PD,
549620,4220029,2011,Summer,9/14/2011,1A,8,21,0,DOM,dead & standing,N/A,40,,,WC/AN/PD,
549620,4220029,2011,Summer,9/14/2011,1A,8,21,0,BARE,bare ground,N/A,10,,,WC/AN/PD,
549620,4220029,2011,Summer,9/14/2011,1A,9,24,0,SAPA,Pickleweed,Sarcocornia pacifica,70,47,1,WC/AN/PD,
549620,4220029,2011,Summer,9/14/2011,1A,9,24,0,FRSA,Alkali Heath,Frankenia salina,1,23,2,WC/AN/PD,
549620,4220029,2011,Summer,9/14/2011,1A,9,24,0,DOM,dead & standing,N/A,25,,,WC/AN/PD,
549620,4220029,2011,Summer,9/14/2011,1A,9,24,0,BARE,bare ground,N/A,5,,,WC/AN/PD,
549620,4220029,2011,Summer,9/14/2011,1A,10,27,23,SPFO,Cordgrass,Spartina foliosa,20,103,2,WC/AN/PD,
549620,4220029,2011,Summer,9/14/2011,1A,10,27,23,SAPA,Pickleweed,Sarcocornia pacifica,40,55,1,WC/AN/PD,
549620,4220029,2011,Summer,9/14/2011,1A,10,27,23,BARE,bare ground,N/A,35,,,WC/AN/PD,
549620,4220029,2011,Summer,9/14/2011,1A,10,27,23,DOM,dead & standing,N/A,3,,,WC/AN/PD,
549690,4219535,2011,Summer,9/14/2011,1B,1,508,0,FRSA,Alkali Heath,Frankenia salina,35,18,2,WC/AN/PD,
549690,4219535,2011,Summer,9/14/2011,1B,2,505,0,FRSA,Alkali Heath,Frankenia salina,65,36,1,WC/AN/PD,
549690,4219535,2011,Summer,9/14/2011,1B,2,505,0,BARE,bare ground,N/A,30,,,WC/AN/PD,
549690,4219535,2011,Summer,9/14/2011,1B,2,505,0,DOM,dead & standing,N/A,5,,,WC/AN/PD,
549690,4219535,2011,Summer,9/14/2011,1B,3,502,0,SAPA,Pickleweed,Sarcocornia pacifica,35,53,1,WC/AN/PD,
549690,4219535,2011,Summer,9/14/2011,1B,3,502,0,BARE,bare ground,N/A,65,,,WC/AN/PD,
549812,4220060,2011,Summer,9/14/2011,2A,1,0,0,RASA,Common wild radish,Raphanus sativus,20,30,0,WC/AN/PD,
549812,4220060,2011,Summer,9/14/2011,2A,1,0,0,LOCO,Birdfoot trefoil,Lotus corniculatus,2,12,2,WC/AN/PD,
549812,4220060,2011,Summer,9/14/2011,2A,1,0,0,TARA,dandelion,Taraxacum sp,30,30,3,WC/AN/PD,
549812,4220060,2011,Summer,9/14/2011,2A,1,0,0,DOM,dead & standing,N/A,20,,,WC/AN/PD,
549812,4220060,2011,Summer,9/14/2011,2A,1,0,0,BARE,bare ground,N/A,30,,,WC/AN/PD,
549812,4220060,2011,Summer,9/14/2011,2A,2,3,0,ESCA,california poppy,Eschscholzia californica,35,13,2,WC/AN/PD,
549812,4220060,2011,Summer,9/14/2011,2A,2,3,0,HOBR,meadow barley,Hordeum brachyantherum,10,29,2,WC/AN/PD,
549812,4220060,2011,Summer,9/14/2011,2A,2,3,0,DOM,dead & standing,N/A,15,,,WC/AN/PD,
549812,4220060,2011,Summer,9/14/2011,2A,2,3,0,WR,wrack,N/A,60,,,WC/AN/PD,
549812,4220060,2011,Summer,9/14/2011,2A,3,6,0,ESCA,california poppy,Eschscholzia californica,20,25,1,WC/AN/PD,
549812,4220060,2011,Summer,9/14/2011,2A,3,6,0,TARA,dandelion,Taraxacum sp,3,9,0,WC/AN/PD,
549812,4220060,2011,Summer,9/14/2011,2A,3,6,0,WR,wrack,N/A,70,,,WC/AN/PD,
549812,4220060,2011,Summer,9/14/2011,2A,3,6,0,DISP,Salt Grass,Distichlis spicata,4,18,2,WC/AN/PD,
549812,4220060,2011,Summer,9/14/2011,2A,3,6,0,HOBR,meadow barley,Hordeum brachyantherum,9,18,5,WC/AN/PD,
549812,4220060,2011,Summer,9/14/2011,2A,4,9,0,LOCO,Birdfoot trefoil,Lotus corniculatus,7,15,11,WC/AN/PD,
549812,4220060,2011,Summer,9/14/2011,2A,4,9,0,SPMA,Sand Spurrey,Spergularia macrotheca,15,6,2,WC/AN/PD,
549812,4220060,2011,Summer,9/14/2011,2A,4,9,0,TETE,New Zealand Spinach,Tetragonia tetragonioides,20,5,2,WC/AN/PD,
549812,4220060,2011,Summer,9/14/2011,2A,4,9,0,RASA,Common wild radish,Raphanus sativus,4,8,1,WC/AN/PD,
549812,4220060,2011,Summer,9/14/2011,2A,4,9,0,DOM,dead & standing,N/A,15,,,WC/AN/PD,
549812,4220060,2011,Summer,9/14/2011,2A,4,9,0,LABR,pea,Lathyrus brownii,15,20,1,WC/AN/PD,
549812,4220060,2011,Summer,9/14/2011,2A,4,9,0,BARE,bare ground,N/A,35,,,WC/AN/PD,
549812,4220060,2011,Summer,9/14/2011,2A,5,12,0,LOCO,Birdfoot trefoil,Lotus corniculatus,7,9,5,WC/AN/PD,
549812,4220060,2011,Summer,9/14/2011,2A,5,12,0,RASA,Common wild radish,Raphanus sativus,4,11,1,WC/AN/PD,
549812,4220060,2011,Summer,9/14/2011,2A,5,12,0,SPRU,Sand-spurry,Spergularia rubra,1,5,1,WC/AN/PD,
549812,4220060,2011,Summer,9/14/2011,2A,5,12,0,TARA,dandelion,Taraxacum sp,15,13,1,WC/AN/PD,
549812,4220060,2011,Summer,9/14/2011,2A,5,12,0,DOM,dead & standing,N/A,50,,,WC/AN/PD,
549812,4220060,2011,Summer,9/14/2011,2A,5,12,0,BARE,bare ground,N/A,25,,,WC/AN/PD,
549812,4220060,2011,Summer,9/14/2011,2A,6,15,0,SAPA,Pickleweed,Sarcocornia pacifica,40,54,5,WC/AN/PD,
549812,4220060,2011,Summer,9/14/2011,2A,6,15,0,DOM,dead & standing,N/A,20,,,WC/AN/PD,
549812,4220060,2011,Summer,9/14/2011,2A,6,15,0,BARE,bare ground,N/A,45,,,WC/AN/PD,
549812,4220060,2011,Summer,9/14/2011,2A,7,18,0,SAPA,Pickleweed,Sarcocornia pacifica,80,51,11,WC/AN/PD,
549812,4220060,2011,Summer,9/14/2011,2A,7,18,0,DOM,dead & standing,N/A,15,,,WC/AN/PD,
549812,4220060,2011,Summer,9/14/2011,2A,7,18,0,ALGG,Green Algae,N/A,10,,,WC/AN/PD,
549812,4220060,2011,Summer,9/14/2011,2A,8,21,0,SAPA,Pickleweed,Sarcocornia pacifica,90,34,4,WC/AN/PD,
549812,4220060,2011,Summer,9/14/2011,2A,8,21,0,DISP,Salt Grass,Distichlis spicata,7,25,6,WC/AN/PD,
549812,4220060,2011,Summer,9/14/2011,2A,8,21,0,ALGG,Green Algae,N/A,20,,,WC/AN/PD,
549812,4220060,2011,Summer,9/14/2011,2A,9,24,0,SAPA,Pickleweed,Sarcocornia pacifica,95,49,7,WC/AN/PD,
549812,4220060,2011,Summer,9/14/2011,2A,9,24,0,ALGG,Green Algae,N/A,5,,,WC/AN/PD,
,,2011,Summer,9/14/2011,2B,,,,,#N/A,#N/A,,,,WC/AN/PD,LEVEE DOES NOT EXIST ANYMORE
549246,4219811,2011,Summer,9/14/2011,3A,1,0,0,DOM,dead & standing,N/A,100,,,WC/AN,
549246,4219811,2011,Summer,9/14/2011,3A,2,3,0,BAPI,coyote bush,Baccharis pilularis,100,138,1,WC/AN,
549246,4219811,2011,Summer,9/14/2011,3A,3,6,0,SAPA,Pickleweed,Sarcocornia pacifica,85,54,8,WC/AN,
549246,4219811,2011,Summer,9/14/2011,3A,3,6,0,BARE,bare ground,N/A,15,,,WC/AN,
549246,4219811,2011,Summer,9/14/2011,3A,4,9,3,SAPA,Pickleweed,Sarcocornia pacifica,40,58,9,WC/AN,
549246,4219811,2011,Summer,9/14/2011,3A,4,9,3,DOM,dead & standing,N/A,20,,,WC/AN,
549246,4219811,2011,Summer,9/14/2011,3A,4,9,3,BARE,bare ground,N/A,40,,,WC/AN,
550012,4220011,2011,Summer,9/20/2011,3B,1,623,0,BAPI,coyote bush,Baccharis pilularis,70,89,0,WC/AN/PD,
550012,4220011,2011,Summer,9/20/2011,3B,1,623,0,DOM,dead & standing,N/A,10,,,WC/AN/PD,
550012,4220011,2011,Summer,9/20/2011,3B,1,623,0,BARE,bare ground,N/A,30,,,WC/AN/PD,
550012,4220011,2011,Summer,9/20/2011,3B,1,623,0,POMO,Rabbitfoot beardgrass,Polypogon monspeliensis,10,26,6,WC/AN/PD,
550012,4220011,2011,Summer,9/20/2011,3B,2,620,0,SAPA,Pickleweed,Sarcocornia pacifica,80,39,3,WC/AN/PD,
550012,4220011,2011,Summer,9/20/2011,3B,2,620,0,DOM,dead & standing,N/A,20,,,WC/AN/PD,
550012,4220011,2011,Summer,9/20/2011,3B,2,620,0,CUSA,Salt Marsh Dodder,Cuscuta salina,15,23,,WC/AN/PD,ON SAPA
550012,4220011,2011,Summer,9/20/2011,3B,2,620,0,POMO,Rabbitfoot beardgrass,Polypogon monspeliensis,1,22,3,WC/AN/PD,
550012,4220011,2011,Summer,9/20/2011,3B,2,620,0,FRSA,Alkali Heath,Frankenia salina,1,11,1,WC/AN/PD,
550012,4220011,2011,Summer,9/20/2011,3B,3,617,0,SAPA,Pickleweed,Sarcocornia pacifica,55,73,1,WC/AN/PD,
550012,4220011,2011,Summer,9/20/2011,3B,3,617,0,BARE,bare ground,N/A,45,,,WC/AN/PD,
550012,4220011,2011,Summer,9/20/2011,3B,4,614,0,SPFO,Cordgrass,Spartina foliosa,60,118,22,WC/AN/PD,
550012,4220011,2011,Summer,9/20/2011,3B,4,614,0,BARE,bare ground,N/A,40,,,WC/AN/PD,
549507,4219642,2011,Summer,9/14/2011,4A,1,0,0,DOM,dead & standing,N/A,100,,,WC/AN,
549507,4219642,2011,Summer,9/14/2011,4A,2,3,0,BAPI,coyote bush,Baccharis pilularis,100,145,1,WC/AN,
549507,4219642,2011,Summer,9/14/2011,4A,3,6,0,ATTR,Fat hen,Atriplex triangularis,20,47,4,WC/AN,
549507,4219642,2011,Summer,9/14/2011,4A,3,6,0,SAPA,Pickleweed,Sarcocornia pacifica,30,39,3,WC/AN,
549507,4219642,2011,Summer,9/14/2011,4A,3,6,0,DOM,dead & standing,N/A,40,,,WC/AN,SAPA
549507,4219642,2011,Summer,9/14/2011,4A,3,6,0,BARE,bare ground,N/A,20,,,WC/AN,
549507,4219642,2011,Summer,9/14/2011,4A,4,9,0,SAPA,Pickleweed,Sarcocornia pacifica,10,38,3,WC/AN,
549507,4219642,2011,Summer,9/14/2011,4A,4,9,0,CUSA,Salt Marsh Dodder,Cuscuta salina,50,44,,WC/AN,ON SAPA
549507,4219642,2011,Summer,9/14/2011,4A,4,9,0,DOM,dead & standing,N/A,40,,,WC/AN,
549507,4219642,2011,Summer,9/14/2011,4A,5,12,8,SAPA,Pickleweed,Sarcocornia pacifica,35,55,2,WC/AN,
549507,4219642,2011,Summer,9/14/2011,4A,5,12,8,DOM,dead & standing,N/A,45,,,WC/AN,
549507,4219642,2011,Summer,9/14/2011,4A,5,12,8,OPWA,Open Water,N/A,25,,,WC/AN,
549995,4219890,2011,Summer,9/20/2011,4B,1,553,0,POMO,Rabbitfoot beardgrass,Polypogon monspeliensis,7,53,2,WC/AN/PD,
549995,4219890,2011,Summer,9/20/2011,4B,1,553,0,DOM,dead & standing,N/A,85,,,WC/AN/PD,
549995,4219890,2011,Summer,9/20/2011,4B,1,553,0,LI,Litter (dead & not standing),N/A,20,,,WC/AN/PD,
549995,4219890,2011,Summer,9/20/2011,4B,1,553,0,BARE,bare ground,N/A,8,,,WC/AN/PD,
549995,4219890,2011,Summer,9/20/2011,4B,2,550,0,MF,mudflat,N/A,100,,,WC/AN/PD,
549995,4219890,2011,Summer,9/20/2011,4B,3,547,0,MF,mudflat,N/A,100,,,WC/AN/PD,
549995,4219890,2011,Summer,9/20/2011,4B,4,543,3,SPFO,Cordgrass,Spartina foliosa,40,101,13,WC/AN/PD,
549995,4219890,2011,Summer,9/20/2011,4B,4,543,3,MF,mudflat,N/A,60,,,WC/AN/PD,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,#N/A,#N/A,,,,,
