DATE,Year,Month,Season,Habitat,Transect,Quadrat,Spp,Common Name,Scientific Name,% Cover,Height,Density,Water depth,Easting,Northing,NOTES
8/19/2002,2002,August,Summer,UP,6,2,DUFF,Dead Not Standing,N/A,6,,,,,,Debris
8/19/2002,2002,August,Summer,UP,6,2,DUFF,Dead Not Standing,N/A,94,1,,,,,Hay
8/19/2002,2002,August,Summer,UP,6,3,PIEC,Bristly ox-tongue,Picris echioides,1,1,,,,,
8/19/2002,2002,August,Summer,UP,6,3,FOVU,Common Fennel,Foeniculum vulgare,2,5,2,,,,
8/19/2002,2002,August,Summer,UP,6,3,LITR,Dead and Standing,N/A,97,,,,,,Levy Mowed- Litter is a result of mowing
8/19/2002,2002,August,Summer,HM,6,1,DUFF,Dead Not Standing,N/A,17,,,,,,Debris
8/19/2002,2002,August,Summer,HM,6,1,DUFF,Dead Not Standing,N/A,93,,,,,,Hay
8/19/2002,2002,August,Summer,HM,6,2,HOBR,Meadow Barley,Hordeum brachyantherum,6,10,50,,,,
8/19/2002,2002,August,Summer,HM,6,2,LITR,Dead and Standing,N/A,40,,,,,,
8/19/2002,2002,August,Summer,HM,6,2,DUFF,Dead Not Standing,N/A,15,,,,,,Hay
8/19/2002,2002,August,Summer,HM,6,2,DUFF,Dead Not Standing,N/A,39,,,,,,Debris
8/19/2002,2002,August,Summer,HM,6,3,ATTR,Fat hen,Atriplex triangularis,1,10,1,,,,
8/19/2002,2002,August,Summer,HM,6,3,HOBR,Meadow Barley,Hordeum brachyantherum,5,15,40,,,,
8/19/2002,2002,August,Summer,HM,6,3,LITR,Dead and Standing,N/A,30,,,,,,
8/19/2002,2002,August,Summer,HM,6,3,DUFF,Dead Not Standing,N/A,5,,,,,,Hay
8/19/2002,2002,August,Summer,HM,6,3,DUFF,Dead Not Standing,N/A,59,,,,,,Debris
8/19/2002,2002,August,Summer,LM,1,1,BARE,Bare Ground,N/A,100,,,,,,
8/19/2002,2002,August,Summer,LM,1,2,BARE,Bare Ground,N/A,100,,,,,,
8/19/2002,2002,August,Summer,LM,1,3,BARE,Bare Ground,N/A,100,,,,,,
8/19/2002,2002,August,Summer,LM,2,1,BARE,Bare Ground,N/A,100,,,,,,
8/19/2002,2002,August,Summer,LM,2,2,BARE,Bare Ground,N/A,100,,,7,,,
8/19/2002,2002,August,Summer,LM,2,3,COCO,Brass buttons,Cotula coronopifolia,40,9,2,,,,
8/19/2002,2002,August,Summer,LM,2,3,BARE,Bare Ground,N/A,60,,,,,,
8/19/2002,2002,August,Summer,UP,1,1,ATTR,Fat hen,Atriplex triangularis,5,20,1,,,,
8/19/2002,2002,August,Summer,UP,1,1,CLOVER,#N/A,#N/A,1,11,4,,,,
8/19/2002,2002,August,Summer,UP,1,1,LITR,Dead and Standing,N/A,75,,,,,,
8/19/2002,2002,August,Summer,UP,1,1,BARE,Bare Ground,N/A,19,,,,,,
8/19/2002,2002,August,Summer,UP,1,2,LITR,Dead and Standing,N/A,85,,,,,,
8/19/2002,2002,August,Summer,UP,1,2,BARE,Bare Ground,N/A,15,,,,,,
8/19/2002,2002,August,Summer,UP,1,3,ATTR,Fat hen,Atriplex triangularis,1,7,1,,,,
8/19/2002,2002,August,Summer,UP,1,3,UNK,#N/A,#N/A,1,5,2,,,,
8/19/2002,2002,August,Summer,UP,1,3,LITR,Dead and Standing,N/A,70,,,,,,
8/19/2002,2002,August,Summer,UP,1,3,BARE,Bare Ground,N/A,28,,,,,,
8/19/2002,2002,August,Summer,UP,2,1,LITR,Dead and Standing,N/A,90,,,,,,
8/19/2002,2002,August,Summer,UP,2,1,BARE,Bare Ground,N/A,10,,,,,,
8/19/2002,2002,August,Summer,UP,2,2,LITR,Dead and Standing,N/A,75,,,,,,
8/19/2002,2002,August,Summer,UP,2,2,BARE,Bare Ground,N/A,25,,,,,,
8/19/2002,2002,August,Summer,UP,2,3,LITR,Dead and Standing,N/A,70,,,,,,
8/19/2002,2002,August,Summer,UP,2,3,BARE,Bare Ground,N/A,30,,,,,,
8/19/2002,2002,August,Summer,HM,3,1,ATTR,Fat hen,Atriplex triangularis,2,9,0,,,,
8/19/2002,2002,August,Summer,HM,3,1,LITR,Dead and Standing,N/A,70,,,,,,
8/19/2002,2002,August,Summer,HM,3,1,BARE,Bare Ground,N/A,28,,,,,,
8/19/2002,2002,August,Summer,HM,3,2,LITR,Dead and Standing,N/A,60,,,,,,
8/19/2002,2002,August,Summer,HM,3,2,BARE,Bare Ground,N/A,40,,,,,,
8/19/2002,2002,August,Summer,HM,3,3,LITR,Dead and Standing,N/A,65,,,,,,
8/19/2002,2002,August,Summer,HM,3,3,BARE,Bare Ground,N/A,35,,,,,,
8/19/2002,2002,August,Summer,HM,4,1,BARE,Bare Ground,N/A,100,,,2,,,ShallowWater
8/19/2002,2002,August,Summer,HM,4,2,ATTR,Fat hen,Atriplex triangularis,25,,,,,,
8/19/2002,2002,August,Summer,HM,4,2,LITR,Dead and Standing,N/A,35,,,,,,
8/19/2002,2002,August,Summer,HM,4,2,BARE,Bare Ground,N/A,40,,,,,,
8/19/2002,2002,August,Summer,HM,4,3,LITR,Dead and Standing,N/A,20,,,1,,,5% Shallow Water
8/19/2002,2002,August,Summer,HM,4,3,BARE,Bare Ground,N/A,80,,,1,,,5% Shallow Water
8/19/2002,2002,August,Summer,MP,2,1,SAVI,Pickleweed,Salicornia virginica,1,5,0,,,,
8/19/2002,2002,August,Summer,MP,2,1,BARE,Bare Ground,N/A,99,,,,,,
8/19/2002,2002,August,Summer,MP,2,2,BARE,Bare Ground,N/A,100,,,1,,,Shallow Water
8/19/2002,2002,August,Summer,MP,2,3,BARE,Bare Ground,N/A,70,,,2,,,Shallow Water
8/19/2002,2002,August,Summer,MP,2,3,ALGA,None Specified Algae,N/A,30,,,2,,,Shallow Water
8/19/2002,2002,August,Summer,UP,3,1,LITR,Dead and Standing,N/A,50,,,,,,
8/19/2002,2002,August,Summer,UP,3,1,HOBR,Meadow Barley,Hordeum brachyantherum,20,30,70,,,,
8/19/2002,2002,August,Summer,UP,3,1,UNK,#N/A,#N/A,1,10,5,,,,Pea
8/19/2002,2002,August,Summer,UP,3,1,BARE,Bare Ground,N/A,29,,,,,,
8/19/2002,2002,August,Summer,UP,3,2,ATTR,Fat hen,Atriplex triangularis,5,24,1,,,,
8/19/2002,2002,August,Summer,UP,3,2,BARE,Bare Ground,N/A,10,,,,,,
8/19/2002,2002,August,Summer,UP,3,2,LITR,Dead and Standing,N/A,85,,,,,,
8/19/2002,2002,August,Summer,UP,3,3,LITR,Dead and Standing,N/A,90,,,,,,
8/19/2002,2002,August,Summer,UP,3,3,BARE,Bare Ground,N/A,10,,,,,,
8/19/2002,2002,August,Summer,UP,4,1,BARE,Bare Ground,N/A,25,,,,,,
8/19/2002,2002,August,Summer,UP,4,1,LITR,Dead and Standing,N/A,75,,,,,,
8/19/2002,2002,August,Summer,UP,4,2,BARE,Bare Ground,N/A,30,,,,,,
8/19/2002,2002,August,Summer,UP,4,2,LITR,Dead and Standing,N/A,70,,,,,,
8/19/2002,2002,August,Summer,UP,4,3,BARE,Bare Ground,N/A,20,,,,,,
8/19/2002,2002,August,Summer,UP,4,3,LITR,Dead and Standing,N/A,80,,,,,,
8/19/2002,2002,August,Summer,HM,5,1,LITR,Dead and Standing,N/A,39,,,,,,
8/19/2002,2002,August,Summer,HM,5,1,BARE,Bare Ground,N/A,60,,,,,,
8/19/2002,2002,August,Summer,HM,5,1,ATTR,Fat hen,Atriplex triangularis,1,5,1,,,,
8/19/2002,2002,August,Summer,HM,5,2,LITR,Dead and Standing,N/A,65,,,,,,
8/19/2002,2002,August,Summer,HM,5,2,BARE,Bare Ground,N/A,35,,,,,,
8/19/2002,2002,August,Summer,HM,5,3,BARE,Bare Ground,N/A,50,,,,,,
8/19/2002,2002,August,Summer,HM,5,3,LITR,Dead and Standing,N/A,50,,,,,,
8/19/2002,2002,August,Summer,UP,5,1,LITR,Dead and Standing,N/A,75,,,,,,
8/19/2002,2002,August,Summer,UP,5,1,DUFF,Dead Not Standing,N/A,25,,,,,,Hay
8/19/2002,2002,August,Summer,UP,5,2,LITR,Dead and Standing,N/A,85,,,,,,
8/19/2002,2002,August,Summer,UP,5,2,BARE,Bare Ground,N/A,15,,,,,,
8/19/2002,2002,August,Summer,UP,5,3,LITR,Dead and Standing,N/A,85,,,,,,
8/19/2002,2002,August,Summer,UP,5,3,BARE,Bare Ground,N/A,15,,,,,,
8/19/2002,2002,August,Summer,UP,5,3,ATTR,Fat hen,Atriplex triangularis,1,10,1,,,,
8/19/2002,2002,August,Summer,MP,3,1,COCO,Brass buttons,Cotula coronopifolia,6,7,1,,,,
8/19/2002,2002,August,Summer,MP,3,1,BARE,Bare Ground,N/A,94,,,,,,
8/19/2002,2002,August,Summer,MP,3,2,ALGA,None Specified Algae,N/A,15,,,,,,
8/19/2002,2002,August,Summer,MP,3,2,BARE,Bare Ground,N/A,85,,,,,,
8/19/2002,2002,August,Summer,MP,3,3,BARE,Bare Ground,N/A,100,,,,,,
8/19/2002,2002,August,Summer,MP,4,1,SAVI,Pickleweed,Salicornia virginica,1,2,0,,,,
8/19/2002,2002,August,Summer,MP,4,1,LITR,Dead and Standing,N/A,1,,,,,,
8/19/2002,2002,August,Summer,MP,4,1,BARE,Bare Ground,N/A,98,,,,,,
8/19/2002,2002,August,Summer,MP,4,2,COCO,Brass buttons,Cotula coronopifolia,4,1,1,,,,
8/19/2002,2002,August,Summer,MP,4,2,BARE,Bare Ground,N/A,96,,,,,,
8/19/2002,2002,August,Summer,MP,4,3,COCO,Brass buttons,Cotula coronopifolia,1,2,0,,,,
8/19/2002,2002,August,Summer,MP,4,3,BARE,Bare Ground,N/A,99,,,,,,
8/19/2002,2002,August,Summer,MP,5,1,SAVI,Pickleweed,Salicornia virginica,2,7,0,,,,
8/19/2002,2002,August,Summer,MP,5,1,LITR,Dead and Standing,N/A,1,,,,,,
8/19/2002,2002,August,Summer,MP,5,1,BARE,Bare Ground,N/A,97,,,,,,
8/19/2002,2002,August,Summer,MP,5,2,SAVI,Pickleweed,Salicornia virginica,4,8,1,,,,
8/19/2002,2002,August,Summer,MP,5,2,BARE,Bare Ground,N/A,86,,,,,,
8/19/2002,2002,August,Summer,MP,5,3,COCO,Brass buttons,Cotula coronopifolia,3,9,1,,,,
8/19/2002,2002,August,Summer,MP,5,3,BARE,Bare Ground,N/A,97,,,,,,
8/19/2002,2002,August,Summer,MP,6,1,COCO,Brass buttons,Cotula coronopifolia,5,7,1,,,,
8/19/2002,2002,August,Summer,MP,6,1,LITR,Dead and Standing,N/A,5,,,,,,
8/19/2002,2002,August,Summer,MP,6,1,BARE,Bare Ground,N/A,90,,,,,,
8/19/2002,2002,August,Summer,MP,6,2,COCO,Brass buttons,Cotula coronopifolia,15,10,5,,,,
8/19/2002,2002,August,Summer,MP,6,2,SAVI,Pickleweed,Salicornia virginica,1,8,0,,,,
8/19/2002,2002,August,Summer,MP,6,2,ATTR,Fat hen,Atriplex triangularis,10,15,1,,,,
8/19/2002,2002,August,Summer,MP,6,2,BARE,Bare Ground,N/A,74,,,,,,
8/19/2002,2002,August,Summer,MP,6,3,LITR,Dead and Standing,N/A,12,,,,,,
8/19/2002,2002,August,Summer,MP,6,3,BARE,Bare Ground,N/A,98,,,,,,
8/19/2002,2002,August,Summer,HM,2,1,LITR,Dead and Standing,N/A,10,7,1,,,,
8/19/2002,2002,August,Summer,HM,2,1,COCO,Brass buttons,Cotula coronopifolia,1,5,,,,,
8/19/2002,2002,August,Summer,HM,2,1,LITR,Dead and Standing,N/A,10,,,,,,
8/19/2002,2002,August,Summer,HM,2,2,LITR,Dead and Standing,N/A,30,,,,,,
8/19/2002,2002,August,Summer,HM,2,2,BARE,Bare Ground,N/A,70,,,,,,
8/19/2002,2002,August,Summer,HM,2,3,SAVI,Pickleweed,Salicornia virginica,1,9,,,,,
8/19/2002,2002,August,Summer,HM,2,3,LITR,Dead and Standing,N/A,40,,,,,,
8/19/2002,2002,August,Summer,HM,2,3,BARE,Bare Ground,N/A,59,,,,,,
8/21/2002,2002,August,Summer,LM,3,1,BARE,Bare Ground,N/A,25,,,,,,
8/21/2002,2002,August,Summer,LM,3,1,ALGA,None Specified Algae,N/A,75,,,,,,
8/21/2002,2002,August,Summer,LM,3,2,BARE,Bare Ground,N/A,50,,,,,,
8/21/2002,2002,August,Summer,LM,3,2,ALGA,None Specified Algae,N/A,50,,,,,,
8/21/2002,2002,August,Summer,LM,3,3,BARE,Bare Ground,N/A,70,,,,,,
8/21/2002,2002,August,Summer,LM,3,3,ALGA,None Specified Algae,N/A,30,,,,,,
8/21/2002,2002,August,Summer,LM,4,1,BARE,Bare Ground,N/A,100,,,,,,
8/21/2002,2002,August,Summer,LM,4,2,ALGA,None Specified Algae,N/A,35,,,,,,
8/21/2002,2002,August,Summer,LM,4,2,SAVI,Pickleweed,Salicornia virginica,15,15,1,,,,
8/21/2002,2002,August,Summer,LM,4,2,BARE,Bare Ground,N/A,56,,,,,,
8/21/2002,2002,August,Summer,LM,5,1,BARE,Bare Ground,N/A,50,,,,,,
8/21/2002,2002,August,Summer,LM,5,1,ALGA,None Specified Algae,N/A,50,,,,,,
8/21/2002,2002,August,Summer,LM,5,2,BARE,Bare Ground,N/A,100,,,,,,
8/21/2002,2002,August,Summer,LM,5,3,BARE,Bare Ground,N/A,100,,,,,,
8/21/2002,2002,August,Summer,LM,6,1,BARE,Bare Ground,N/A,100,,,,,,
8/21/2002,2002,August,Summer,LM,6,2,OPWA,Open Water,N/A,100,,,,,,
8/21/2002,2002,August,Summer,LM,6,3,OPWA,Open Water,N/A,100,,,,,,
5/19/2003,2003,May,Spring,LM,2,1,ALGG,Green Algae,N/A,75,,,4,,,ALGAG = GREEN ALGA
5/19/2003,2003,May,Spring,LM,2,1,BARE,Bare Ground,N/A,25,,,4,,,
5/19/2003,2003,May,Spring,LM,2,2,BARE,Bare Ground,N/A,100,,,10,,,
5/19/2003,2003,May,Spring,LM,2,3,COCO,Brass buttons,Cotula coronopifolia,5,6,4,,,,
5/19/2003,2003,May,Spring,LM,2,3,ALGG,Green Algae,N/A,50,,,,,,
5/19/2003,2003,May,Spring,LM,2,3,BARE,Bare Ground,N/A,,,,,,,
5/19/2003,2003,May,Spring,UP,4,1,BRDI,Ripgut brome,Bromus diandrus,80,67,30,,,,
5/19/2003,2003,May,Spring,UP,4,1,HOMU,Barley,Hordeum murinum,10,43,5,,,,
5/19/2003,2003,May,Spring,UP,4,1,POSP,Unknown grass Poaceae,N/A,5,10,1000,,,,
5/19/2003,2003,May,Spring,UP,4,2,HOMU,Barley,Hordeum murinum,15,28,15,,,,
5/19/2003,2003,May,Spring,UP,4,2,POSP,Unknown grass Poaceae,N/A,100,12,2000,,,,
5/19/2003,2003,May,Spring,UP,4,2,MEIN,Sour Clover,Melilotus Indica,15,39,100,,,,
5/19/2003,2003,May,Spring,UP,4,3,LOMU,Italian Ryegrass,Lolium multiflorum,10,35,75,,,,
5/19/2003,2003,May,Spring,UP,4,3,POMO,Rabbitfoot beardgrass,Polypogon monspeliensis,5,28,20,,,,
5/19/2003,2003,May,Spring,UP,4,3,LITR,Dead and Standing,N/A,5,18,0,,,,POMU
5/19/2003,2003,May,Spring,UP,4,3,ATTR,Fat hen,Atriplex triangularis,1,10,8,,,,
5/19/2003,2003,May,Spring,UP,4,3,LITR,Dead and Standing,N/A,90,24,200,,,,
5/19/2003,2003,May,Spring,UP,4,3,DISP,Salt Grass,Distichlis spicata,10,15,1,,,,
5/19/2003,2003,May,Spring,UP,3,1,COCO,Brass buttons,Cotula coronopifolia,5,9,9,,,,
5/19/2003,2003,May,Spring,UP,3,1,BRHO,Soft chess,Bromus hordeaceous,2,12,2,,,,
5/19/2003,2003,May,Spring,UP,3,1,POMO,Rabbitfoot beardgrass,Polypogon monspeliensis,0.5,4,3,,,,
5/19/2003,2003,May,Spring,UP,3,1,LITR,Dead and Standing,N/A,0.5,4,12,,,,
5/19/2003,2003,May,Spring,UP,3,2,COCO,Brass buttons,Cotula coronopifolia,10,7,40,,,,
5/19/2003,2003,May,Spring,UP,3,2,SAVI,Pickleweed,Salicornia virginica,0.5,3,1,,,,
5/19/2003,2003,May,Spring,UP,3,2,SPMA,Sand spurrey,Spergularia Macrotheca,0.5,2,0,,,,
5/19/2003,2003,May,Spring,UP,3,2,DUFF,Dead Not Standing,N/A,2,,,,,,
5/19/2003,2003,May,Spring,UP,3,2,ALGG,Green Algae,N/A,30,,,,,,
5/19/2003,2003,May,Spring,UP,3,2,BARE,Bare Ground,N/A,60,,,,,,
5/19/2003,2003,May,Spring,UP,3,2,LITR,Dead and Standing,N/A,2,8,1,,,,
5/19/2003,2003,May,Spring,UP,3,3,COCO,Brass buttons,Cotula coronopifolia,5,4,40,,,,
5/19/2003,2003,May,Spring,UP,3,3,SPMA,Sand spurrey,Spergularia Macrotheca,8,5,2,,,,
5/19/2003,2003,May,Spring,UP,3,3,SAVI,Pickleweed,Salicornia virginica,0.5,2,3,,,,
5/19/2003,2003,May,Spring,UP,3,3,ALGG,Green Algae,N/A,0.5,,,,,,
5/19/2003,2003,May,Spring,UP,3,3,LITR,Dead and Standing,N/A,0.5,4,3,,,,
5/19/2003,2003,May,Spring,UP,3,3,DUFF,Dead Not Standing,N/A,2,,,,,,
5/19/2003,2003,May,Spring,UP,3,3,BARE,Bare Ground,N/A,85,,,,,,
5/19/2003,2003,May,Spring,MP,2,1,COCO,Brass buttons,Cotula coronopifolia,20,8,20,,,,
5/19/2003,2003,May,Spring,MP,2,1,BARE,Bare Ground,N/A,80,,,,,,
5/19/2003,2003,May,Spring,MP,2,1,SAVI,Pickleweed,Salicornia virginica,0.5,8,3,,,,
5/19/2003,2003,May,Spring,MP,2,2,OPWA,Open Water,N/A,100,,,2,,,
5/19/2003,2003,May,Spring,MP,2,3,COCO,Brass buttons,Cotula coronopifolia,75,7,18,,,,
5/19/2003,2003,May,Spring,MP,2,3,BARE,Bare Ground,N/A,25,,,,,,
5/19/2003,2003,May,Spring,HM,4,1,COCO,Brass buttons,Cotula coronopifolia,65,5,85,,,,
5/19/2003,2003,May,Spring,HM,4,1,BARE,Bare Ground,N/A,5,,,,,,
5/19/2003,2003,May,Spring,HM,4,1,LITR,Dead and Standing,N/A,5,,,,,,
5/19/2003,2003,May,Spring,HM,4,1,POMO,Rabbitfoot beardgrass,Polypogon monspeliensis,0.5,9,2,,,,
5/19/2003,2003,May,Spring,HM,4,1,BRHO,Soft chess,Bromus hordeaceous,0.5,9,1,,,,
5/19/2003,2003,May,Spring,HM,4,2,COCO,Brass buttons,Cotula coronopifolia,60,12,12,,,,
5/19/2003,2003,May,Spring,HM,4,2,DUFF,Dead Not Standing,N/A,20,,,,,,
5/19/2003,2003,May,Spring,HM,4,2,BARE,Bare Ground,N/A,15,,,,,,
5/19/2003,2003,May,Spring,HM,4,2,POMO,Rabbitfoot beardgrass,Polypogon monspeliensis,5,47,9,,,,
5/19/2003,2003,May,Spring,HM,4,3,DUFF,Dead Not Standing,N/A,75,,,,,,
5/19/2003,2003,May,Spring,HM,4,3,COCO,Brass buttons,Cotula coronopifolia,5,14,2,,,,
5/19/2003,2003,May,Spring,HM,4,3,POMO,Rabbitfoot beardgrass,Polypogon monspeliensis,5,24,20,,,,
5/19/2003,2003,May,Spring,HM,4,3,BARE,Bare Ground,N/A,15,,,,,,
5/19/2003,2003,May,Spring,HM,4,3,ATTR,Fat hen,Atriplex triangularis,0.5,11,2,,,,
5/19/2003,2003,May,Spring,HM,3,1,COCO,Brass buttons,Cotula coronopifolia,15,,,,,,
5/19/2003,2003,May,Spring,HM,3,1,ALGG,Green Algae,N/A,15,,,,,,
5/19/2003,2003,May,Spring,HM,3,1,BARE,Bare Ground,N/A,30,,,,,,
5/19/2003,2003,May,Spring,HM,3,1,OPWA,Open Water,N/A,40,,,4,,,
5/19/2003,2003,May,Spring,HM,3,2,COCO,Brass buttons,Cotula coronopifolia,35,7,50,,,,
5/19/2003,2003,May,Spring,HM,3,2,SAVI,Pickleweed,Salicornia virginica,5,15,1,,,,
5/19/2003,2003,May,Spring,HM,3,2,BARE,Bare Ground,N/A,60,,,,,,
5/19/2003,2003,May,Spring,HM,3,3,COCO,Brass buttons,Cotula coronopifolia,45,9,20,,,,
5/19/2003,2003,May,Spring,HM,3,3,BARE,Bare Ground,N/A,55,,,,,,
5/19/2003,2003,May,Spring,HM,3,3,SAVI,Pickleweed,Salicornia virginica,0.5,5,3,,,,
5/19/2003,2003,May,Spring,HM,3,3,POMO,Rabbitfoot beardgrass,Polypogon monspeliensis,0.5,5,1,,,,
5/19/2003,2003,May,Spring,UP,2,1,LITR,Dead and Standing,N/A,90,,,,,,
5/19/2003,2003,May,Spring,UP,2,1,COCO,Brass buttons,Cotula coronopifolia,20,10,5,,,,
5/19/2003,2003,May,Spring,UP,2,1,POMO,Rabbitfoot beardgrass,Polypogon monspeliensis,5,8,12,,,,
5/19/2003,2003,May,Spring,UP,2,2,COCO,Brass buttons,Cotula coronopifolia,70,5,50,,,,
5/19/2003,2003,May,Spring,UP,2,2,SAVI,Pickleweed,Salicornia virginica,3,17,1,,,,
5/19/2003,2003,May,Spring,UP,2,2,POMO,Rabbitfoot beardgrass,Polypogon monspeliensis,2,9,15,,,,
5/19/2003,2003,May,Spring,UP,2,2,LITR,Dead and Standing,N/A,3,14,7,,,,POMO
5/19/2003,2003,May,Spring,UP,2,3,COCO,Brass buttons,Cotula coronopifolia,5,6,34,,,,
5/19/2003,2003,May,Spring,UP,2,3,SAVI,Pickleweed,Salicornia virginica,10,13,0,,,,
5/19/2003,2003,May,Spring,UP,2,3,BARE,Bare Ground,N/A,85,,,,,,
5/19/2003,2003,May,Spring,UP,1,1,MEIN,Sour Clover,Melilotus Indica,5,29,2,,,,
5/19/2003,2003,May,Spring,UP,1,1,POMO,Rabbitfoot beardgrass,Polypogon monspeliensis,70,31,50,,,,
5/19/2003,2003,May,Spring,UP,1,1,BRDI,Ripgut brome,Bromus diandrus,0.5,33,1,,,,
5/19/2003,2003,May,Spring,UP,1,1,LITR,Dead and Standing,N/A,80,13,,,,,
5/19/2003,2003,May,Spring,UP,1,2,COCO,Brass buttons,Cotula coronopifolia,15,15,21,,,,
5/19/2003,2003,May,Spring,UP,1,2,POMO,Rabbitfoot beardgrass,Polypogon monspeliensis,40,22,40,,,,
5/19/2003,2003,May,Spring,UP,1,2,ALGA,None Specified Algae,N/A,50,,,,,,
5/19/2003,2003,May,Spring,UP,1,2,BARE,Bare Ground,N/A,20,,,,,,
5/19/2003,2003,May,Spring,UP,1,2,LITR,Dead and Standing,N/A,30,,,,,,
5/19/2003,2003,May,Spring,UP,1,2,ATTR,Fat hen,Atriplex triangularis,0.5,4.5,2,,,,
5/19/2003,2003,May,Spring,UP,1,2,SAVI,Pickleweed,Salicornia virginica,0.5,8,1,,,,
5/19/2003,2003,May,Spring,UP,1,2,LOMU,Italian Ryegrass,Lolium multiflorum,0.5,17,1,,,,
5/19/2003,2003,May,Spring,UP,1,3,COCO,Brass buttons,Cotula coronopifolia,55,12,11,,,,
5/19/2003,2003,May,Spring,UP,1,3,LICA,Sea Lavender,Limonium californicum,5,10,1,,,,
5/19/2003,2003,May,Spring,UP,1,3,ATTR,Fat hen,Atriplex triangularis,0.5,6,2,,,,
5/19/2003,2003,May,Spring,UP,1,3,POMO,Rabbitfoot beardgrass,Polypogon monspeliensis,15,12,17,,,,
5/19/2003,2003,May,Spring,UP,1,3,SPMA,Sand spurrey,Spergularia Macrotheca,2,8,1,,,,
5/19/2003,2003,May,Spring,HM,2,1,COCO,Brass buttons,Cotula coronopifolia,70,10,30,,,,
5/19/2003,2003,May,Spring,HM,2,1,SAVI,Pickleweed,Salicornia virginica,1,10,4,,,,
5/19/2003,2003,May,Spring,HM,2,1,DISP,Salt Grass,Distichlis spicata,1,7,3,,,,
5/19/2003,2003,May,Spring,HM,2,1,ALGA,None Specified Algae,N/A,15,,,,,,
5/19/2003,2003,May,Spring,HM,2,1,BARE,Bare Ground,N/A,13,,,,,,
5/19/2003,2003,May,Spring,HM,2,2,COCO,Brass buttons,Cotula coronopifolia,10,13,1,,,,
5/19/2003,2003,May,Spring,HM,2,2,ALGB,Brown Algae,N/A,80,,,,,,
5/19/2003,2003,May,Spring,HM,2,2,BARE,Bare Ground,N/A,5,,,,,,
5/19/2003,2003,May,Spring,HM,2,3,ALGB,Brown Algae,N/A,85,,,,,,
5/19/2003,2003,May,Spring,HM,2,3,BARE,Bare Ground,N/A,15,,,,,,
5/19/2003,2003,May,Spring,HM,1,1,COCO,Brass buttons,Cotula coronopifolia,5,8,8,,,,
5/19/2003,2003,May,Spring,HM,1,1,SAVI,Pickleweed,Salicornia virginica,0.5,5,3,,,,
5/19/2003,2003,May,Spring,HM,1,1,ALGG,Green Algae,N/A,5,,,,,,
5/19/2003,2003,May,Spring,HM,1,1,BARE,Bare Ground,N/A,90,,,,,,
5/19/2003,2003,May,Spring,HM,1,2,COCO,Brass buttons,Cotula coronopifolia,5,7,6,,,,
5/19/2003,2003,May,Spring,HM,1,2,SAVI,Pickleweed,Salicornia virginica,0.5,9,3,,,,
5/19/2003,2003,May,Spring,HM,1,2,ALGG,Green Algae,N/A,50,,,,,,
5/19/2003,2003,May,Spring,HM,1,2,BARE,Bare Ground,N/A,45,,,,,,
5/19/2003,2003,May,Spring,HM,1,3,OPWA,Open Water,N/A,100,,,9,,,
5/19/2003,2003,May,Spring,MP,1,1,OPWA,Open Water,N/A,100,,,4.5,,,
5/19/2003,2003,May,Spring,MP,1,2,COCO,Brass buttons,Cotula coronopifolia,80,8,7,,,,
5/19/2003,2003,May,Spring,MP,1,2,ALGG,Green Algae,N/A,5,,,,,,
5/19/2003,2003,May,Spring,MP,1,2,BARE,Bare Ground,N/A,15,,,,,,
5/19/2003,2003,May,Spring,MP,1,3,COCO,Brass buttons,Cotula coronopifolia,20,8,,,,,
5/19/2003,2003,May,Spring,MP,1,3,DUFF,Dead Not Standing,N/A,20,22,1,,,,
5/19/2003,2003,May,Spring,MP,1,3,ATTR,Fat hen,Atriplex triangularis,2,15,1,,,,
5/19/2003,2003,May,Spring,MP,1,3,DISP,Salt Grass,Distichlis spicata,0.5,6,0,,,,
5/19/2003,2003,May,Spring,MP,1,3,SAVI,Pickleweed,Salicornia virginica,0.5,7,1,,,,
5/20/2003,2003,May,Spring,LM,1,1,BARE,Bare Ground,N/A,100,,,,,,
5/20/2003,2003,May,Spring,LM,1,2,BARE,Bare Ground,N/A,100,,,,,,
5/20/2003,2003,May,Spring,LM,1,3,BARE,Bare Ground,N/A,100,,,,,,
5/20/2003,2003,May,Spring,LM,3,1,BARE,Bare Ground,N/A,100,,,,,,
5/20/2003,2003,May,Spring,LM,3,2,ALGB,Brown Algae,N/A,15,,,,,,
5/20/2003,2003,May,Spring,LM,3,2,BARE,Bare Ground,N/A,55,,,,,,
5/20/2003,2003,May,Spring,LM,3,3,BARE,Bare Ground,N/A,100,,,,,,
5/20/2003,2003,May,Spring,LM,4,1,BARE,Bare Ground,N/A,100,,,,,,
5/20/2003,2003,May,Spring,LM,4,2,ALGG,Green Algae,N/A,50,,,,,,
5/20/2003,2003,May,Spring,LM,4,2,ALGB,Brown Algae,N/A,15,,,,,,
5/20/2003,2003,May,Spring,LM,4,2,BARE,Bare Ground,N/A,45,,,,,,
5/20/2003,2003,May,Spring,LM,4,3,ALGG,Green Algae,N/A,40,,,,,,
5/20/2003,2003,May,Spring,LM,4,3,ALGB,Brown Algae,N/A,20,,,,,,
5/20/2003,2003,May,Spring,LM,4,3,BARE,Bare Ground,N/A,40,,,,,,
