Month,Year,Date,Project,Tide,Start,Ttime,Temp,Wind,Sky,Precip,Grid_250,Species,Common Name,Scientific Name,Bd_Type,Guild,Number,Habitat,Behavior,Obs,Notes
March,2002,03/11/02,GC,HIGH,10:10,1.3,62,1,35,0,6,AMAV,American Avocet,Recurvirostra americana,Shorebird,SP,46,SH,RO,,
March,2002,03/11/02,GC,HIGH,10:10,1.3,62,1,35,0,1,SNEG,Snowy Egret,Egretta thula,Wader,WD,3,CE,RO,,
March,2002,03/11/02,GC,HIGH,10:10,1.3,62,1,35,0,11,AMAV,American Avocet,Recurvirostra americana,Shorebird,SP,26,SH,RO,,
March,2002,03/11/02,GC,HIGH,10:10,1.3,62,1,35,0,16,GREG,Great Egret,Ardea alba,Wader,WD,1,SH,FO,,
March,2002,03/11/02,GC,HIGH,10:10,1.3,62,1,35,0,19,SEPL,Semipalmated Plover,Charadrius semipalmatus,Shorebird,SP,12,SH,FO,,
March,2002,03/11/02,GC,HIGH,10:10,1.3,62,1,35,0,19,KILL,Killdeer,Charadrius vociferus,Shorebird,SP,2,MF,RO,,
March,2002,03/11/02,GC,HIGH,10:10,1.3,62,1,35,0,19,SEPL,Semipalmated Plover,Charadrius semipalmatus,Shorebird,SP,2,MF,RO,,
March,2002,03/11/02,GC,HIGH,10:10,1.3,62,1,35,0,19,WESA,Western Sandpiper,Calidris mauri,Shorebird,SP,10,MF,RO,,
March,2002,03/11/02,GC,HIGH,10:10,1.3,62,1,35,0,12,AMWI,American Wigeon,Anas americana,Dabbler,DAB,34,SH,FO,,
March,2002,03/11/02,GC,HIGH,10:10,1.3,62,1,35,0,12,AMAV,American Avocet,Recurvirostra americana,Shorebird,SP,68,SH,RO,,
March,2002,03/11/02,GC,HIGH,10:10,1.3,62,1,35,0,18,LESA,Least Sandpiper,Calidris minutilla,Shorebird,SP,40,PO,FO,,
March,2002,03/11/02,GC,HIGH,10:10,1.3,62,1,35,0,18,WESA,Western Sandpiper,Calidris mauri,Shorebird,SP,20,PO,FO,,
March,2002,03/11/02,GC,HIGH,10:10,1.3,62,1,35,0,17,WESA,Western Sandpiper,Calidris mauri,Shorebird,SP,18,MF,RO,,
March,2002,03/11/02,GC,HIGH,10:10,1.3,62,1,35,0,12,WESA,Western Sandpiper,Calidris mauri,Shorebird,SP,70,MF,FO,,
March,2002,03/11/02,GC,HIGH,10:10,1.3,62,1,35,0,12,SCAU,Scaup,Aythya spp.,Diving,DIV,3,OW,SW,,
March,2002,03/11/02,GC,HIGH,10:10,1.3,62,1,35,0,12,CANG,Canada Goose,Branta canadensis,Geese,OTHER,2,MF,RO,,
March,2002,03/11/02,GC,HIGH,10:10,1.3,62,1,35,0,17,KILL,Killdeer,Charadrius vociferus,Shorebird,SP,1,PO,FO,,
March,2002,03/11/02,GC,HIGH,10:10,1.3,62,1,35,0,17,WESA,Western Sandpiper,Calidris mauri,Shorebird,SP,8,PO,FO,,
March,2002,03/11/02,GC,HIGH,10:10,1.3,62,1,35,0,16,KILL,Killdeer,Charadrius vociferus,Shorebird,SP,3,PO,FO,,
March,2002,03/11/02,GC,HIGH,10:10,1.3,62,1,35,0,16,WESA,Western Sandpiper,Calidris mauri,Shorebird,SP,40,PO,FO,,
March,2002,03/11/02,GC,HIGH,10:10,1.3,62,1,35,0,16,LESA,Least Sandpiper,Calidris minutilla,Shorebird,SP,10,PO,FO,,
March,2002,03/11/02,GC,HIGH,10:10,1.3,62,1,35,0,16,KILL,Killdeer,Charadrius vociferus,Shorebird,SP,4,LV,RO,,
March,2002,03/11/02,GC,HIGH,10:10,1.3,62,1,35,0,16,WESA,Western Sandpiper,Calidris mauri,Shorebird,SP,40,PO,FO,,
March,2002,03/11/02,GC,HIGH,10:10,1.3,62,1,35,0,12,RUDU,Ruddy Duck,Oxyura jamaicensis,Diving,DIV,1,OW,SW,,
March,2002,03/11/02,GC,HIGH,10:10,1.3,62,1,35,0,6,LESA,Least Sandpiper,Calidris minutilla,Shorebird,SP,30,SH,FO,,
March,2002,03/11/02,GC,HIGH,10:10,1.3,62,1,35,0,1,SOSP,Song Sparrow,Melospiza melodia,Passerine,GR ,1,OP,CA,,
March,2002,03/11/02,GC,HIGH,10:10,1.3,62,1,35,0,1,COYE,Common Yellowthroat,Geothlypis trichas,Passerine,GR ,1,OP,CA,,
March,2002,03/11/02,GC,HIGH,10:10,1.3,62,1,35,0,1,MAWR,Marsh Wren,Cistothorus palustris,Passerine,GR ,1,OP,CA,,
March,2002,03/11/02,GC,LOW,15:13,0.8,62,3,60,0,2,AMAV,American Avocet,Recurvirostra americana,Shorebird,SP,37,MF,FO,,
March,2002,03/11/02,GC,LOW,15:13,0.8,62,3,60,0,2,LESA,Least Sandpiper,Calidris minutilla,Shorebird,SP,10,MF,FO,,
March,2002,03/11/02,GC,LOW,15:13,0.8,62,3,60,0,2,WESA,Western Sandpiper,Calidris mauri,Shorebird,SP,65,MF,FO,,
March,2002,03/11/02,GC,LOW,15:13,0.8,62,3,60,0,3,AMAV,American Avocet,Recurvirostra americana,Shorebird,SP,40,MF,FO,,
March,2002,03/11/02,GC,LOW,15:13,0.8,62,3,60,0,8,AMAV,American Avocet,Recurvirostra americana,Shorebird,SP,65,MF,FO,,
March,2002,03/11/02,GC,LOW,15:13,0.8,62,3,60,0,1,KILL,Killdeer,Charadrius vociferus,Shorebird,SP,1,MF,CA,,
March,2002,03/11/02,GC,LOW,15:13,0.8,62,3,60,0,6,AMAV,American Avocet,Recurvirostra americana,Shorebird,SP,4,CE,FO,,
March,2002,03/11/02,GC,LOW,15:13,0.8,62,3,60,0,6,AMAV,American Avocet,Recurvirostra americana,Shorebird,SP,3,OW,SW,,
March,2002,03/11/02,GC,LOW,15:13,0.8,62,3,60,0,11,KILL,Killdeer,Charadrius vociferus,Shorebird,SP,2,MF,FO,,
March,2002,03/11/02,GC,LOW,15:13,0.8,62,3,60,0,11,AMAV,American Avocet,Recurvirostra americana,Shorebird,SP,1,MF,FO,,
March,2002,03/11/02,GC,LOW,15:13,0.8,62,3,60,0,16,MALL,Mallard,Anas platyrhynchos,Dabbler,DAB,3,MF,UN,,
March,2002,03/11/02,GC,LOW,15:13,0.8,62,3,60,0,16,MALL,Mallard,Anas platyrhynchos,Dabbler,DAB,3,MP,UN,,
March,2002,03/11/02,GC,LOW,15:13,0.8,62,3,60,0,12,CANG,Canada Goose,Branta canadensis,Geese,OTHER,2,MP,RO,,
March,2002,03/11/02,GC,LOW,15:13,0.8,62,3,60,0,16,KILL,Killdeer,Charadrius vociferus,Shorebird,SP,1,MP,FO,,
March,2002,03/11/02,GC,LOW,15:13,0.8,62,3,60,0,17,CANG,Canada Goose,Branta canadensis,Geese,OTHER,2,MP,UN,,
March,2002,03/11/02,GC,LOW,15:13,0.8,62,3,60,0,18,CANG,Canada Goose,Branta canadensis,Geese,OTHER,2,MP,UN,,
March,2002,03/11/02,GC,LOW,15:13,0.8,62,3,60,0,17,KILL,Killdeer,Charadrius vociferus,Shorebird,SP,1,CE,UN,,
March,2002,03/11/02,GC,LOW,15:13,0.8,62,3,60,0,12,AMAV,American Avocet,Recurvirostra americana,Shorebird,SP,10,CE,RO,,
March,2002,03/11/02,GC,LOW,15:13,0.8,62,3,60,0,13,SCAU,Scaup,Aythya spp.,Diving,DIV,2,OW,SW,,
March,2002,03/11/02,GC,LOW,15:13,0.8,62,3,60,0,8,AMAV,American Avocet,Recurvirostra americana,Shorebird,SP,45,MF,FO,,
March,2002,03/11/02,GC,LOW,15:13,0.8,62,3,60,0,8,NSHO,Northern Shoveler,Anas clypeata,Dabbler,DAB,6,MF,,,walking
March,2002,03/11/02,GC,LOW,15:13,0.8,62,3,60,0,8,GADW,Gadwall,Anas strepera,Dabbler,DAB,1,MF,,,walking
March,2002,03/11/02,GC,LOW,15:13,0.8,62,3,60,0,8,NOPI,Northern Pintail,Anas acuta,Dabbler,DAB,2,MF,,,walking
March,2002,03/11/02,GC,LOW,15:13,0.8,62,3,60,0,13,AMAV,American Avocet,Recurvirostra americana,Shorebird,SP,2,MF,FO,,
March,2002,03/11/02,GC,LOW,15:13,0.8,62,3,60,0,14,KILL,Killdeer,Charadrius vociferus,Shorebird,SP,4,MP,FO,,
March,2002,03/11/02,GC,LOW,15:13,0.8,62,3,60,0,14,CANG,Canada Goose,Branta canadensis,Geese,OTHER,21,MP,RO,,
March,2002,03/11/02,GC,LOW,15:13,0.8,62,3,60,0,14,MALL,Mallard,Anas platyrhynchos,Dabbler,DAB,1,MP,RO,,
March,2002,03/11/02,GC,LOW,15:13,0.8,62,3,60,0,13,BUFF,Bufflehead,Bucephala albeola,Diving,DIV,1,OW,SW,,
March,2002,03/11/02,GC,LOW,15:13,0.8,62,3,60,0,13,SCAU,Scaup,Aythya spp.,Diving,DIV,1,OW,SW,,
March,2002,03/11/02,GC,LOW,15:13,0.8,62,3,60,0,14,BUFF,Bufflehead,Bucephala albeola,Diving,DIV,1,OW,SW,,
March,2002,03/11/02,GC,LOW,15:13,0.8,62,3,60,0,14,SCAU,Scaup,Aythya spp.,Diving,DIV,1,OW,SW,,
March,2002,03/11/02,GC,LOW,15:13,0.8,62,3,60,0,14,AMWI,American Wigeon,Anas americana,Dabbler,DAB,2,MF,RO,,
March,2002,03/11/02,GC,LOW,15:13,0.8,62,3,60,0,14,AMAV,American Avocet,Recurvirostra americana,Shorebird,SP,3,MF,FO,,
March,2002,03/11/02,GC,LOW,15:13,0.8,62,3,60,0,13,WESA,Western Sandpiper,Calidris mauri,Shorebird,SP,3,MP,UN,,
March,2002,03/11/02,GC,LOW,15:13,0.8,62,3,60,0,19,RWBL,Red-winged Blackbird,Agelaius phoeniceus,Passerine,GR ,20,MP,FO,,
March,2002,03/11/02,GC,LOW,15:13,0.8,62,3,60,0,9,CANG,Canada Goose,Branta canadensis,Geese,OTHER,20,MP,RO,,
March,2002,03/11/02,GC,LOW,15:13,0.8,62,3,60,0,19,BRBL,Brewer's Blackbird,Euphagus cyanocephalus,Passerine,GR ,2,MP,FO,,
March,2002,03/11/02,GC,LOW,15:13,0.8,62,3,60,0,13,CORA,Common Raven,Corvus cryptoleucus,Passerine,OP,2,AE,FL,,
March,2002,03/11/02,GC,LOW,15:13,0.8,62,3,60,0,2,SNEG,Snowy Egret,Egretta thula,Wader,WD,1,CE,UN,,
March,2002,03/11/02,GC,LOW,15:13,0.8,62,3,60,0,3,NOPI,Northern Pintail,Anas acuta,Dabbler,DAB,8,MF,RO,,
March,2002,03/11/02,GC,LOW,15:13,0.8,62,3,60,0,3,NSHO,Northern Shoveler,Anas clypeata,Dabbler,DAB,8,MF,RO,,
March,2002,03/11/02,GC,LOW,15:13,0.8,62,3,60,0,3,AMWI,American Wigeon,Anas americana,Dabbler,DAB,36,MF,RO,,
March,2002,03/11/02,GC,LOW,15:13,0.8,62,3,60,0,3,AMAV,American Avocet,Recurvirostra americana,Shorebird,SP,10,CE,FO,,
March,2002,03/11/02,GC,LOW,15:13,0.8,62,3,60,0,3,PEEP,Peep,Calidris spp.,Shorebird,SP,25,AE,FL,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,1,MALL,Mallard,Anas platyrhynchos,Dabbler,DAB,2,MF,RO,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,1,NSHO,Northern Shoveler,Anas clypeata,Dabbler,DAB,2,SH,FO,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,1,MALL,Mallard,Anas platyrhynchos,Dabbler,DAB,2,AE,FL,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,1,AMAV,American Avocet,Recurvirostra americana,Shorebird,SP,3,MF,FO,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,1,KILL,Killdeer,Charadrius vociferus,Shorebird,SP,1,MF,FO,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,1,BBPL,Black-bellied Plover,Pluvialis squatarola,Shorebird,SP,1,MF,FO,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,1,BNST,Black-necked Stilt,Himantopus mexicanus,Shorebird,SP,1,MF,FO,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,6,AMAV,American Avocet,Recurvirostra americana,Shorebird,SP,12,MF,FO,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,6,AMAV,American Avocet,Recurvirostra americana,Shorebird,SP,7,SH,FO,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,1,WESA,Western Sandpiper,Calidris mauri,Shorebird,SP,35,MF,FO,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,1,LESA,Least Sandpiper,Calidris minutilla,Shorebird,SP,15,MF,FO,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,6,WESA,Western Sandpiper,Calidris mauri,Shorebird,SP,58,MF,FO,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,6,LESA,Least Sandpiper,Calidris minutilla,Shorebird,SP,23,MF,FO,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,1,CATE,Caspian Tern,Sterna caspia,Gull/Tern,PIS,4,AE,FL,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,1,KILL,Killdeer,Charadrius vociferus,Shorebird,SP,1,LV,AL,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,1,MAWR,Marsh Wren,Cistothorus palustris,Passerine,GR ,1,OL,CA,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,1,AMGO,American Goldfinch,Carduelis tristis,Passerine,GR ,2,OL,RO,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,1,SOSP,Song Sparrow,Melospiza melodia,Passerine,GR ,1,OP,CA,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,1,SOSP,Song Sparrow,Melospiza melodia,Passerine,GR ,1,OL,RO,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,6,BARS,Barn Swallow,Hirundo rustica,Passerine,AF,3,AE,FL,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,7,NSHO,Northern Shoveler,Anas clypeata,Dabbler,DAB,2,OW,FO,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,11,CANG,Canada Goose,Branta canadensis,Geese,OTHER,2,MF,FO,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,11,DCCO,Double-crested Cormorant,Phalacrocorax auritus,Cormorant,PIS,1,AE,FL,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,17,WESA,Western Sandpiper,Calidris mauri,Shorebird,SP,20,MF,FO,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,17,LESA,Least Sandpiper,Calidris minutilla,Shorebird,SP,4,MF,FO,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,13,MALL,Mallard,Anas platyrhynchos,Dabbler,DAB,2,SH,SW,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,7,AMAV,American Avocet,Recurvirostra americana,Shorebird,SP,4,MF,FO,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,7,WESA,Western Sandpiper,Calidris mauri,Shorebird,SP,8,MF,FO,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,12,WESA,Western Sandpiper,Calidris mauri,Shorebird,SP,3,MF,FO,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,8,AMAV,American Avocet,Recurvirostra americana,Shorebird,SP,8,MF,FO,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,9,GADW,Gadwall,Anas strepera,Dabbler,DAB,2,SH,FO,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,8,WESA,Western Sandpiper,Calidris mauri,Shorebird,SP,450,SH,FO,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,8,LESA,Least Sandpiper,Calidris minutilla,Shorebird,SP,150,SH,FO,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,9,AMAV,American Avocet,Recurvirostra americana,Shorebird,SP,4,SH,FO,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,9,WESA,Western Sandpiper,Calidris mauri,Shorebird,SP,185,MF,FO,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,9,LESA,Least Sandpiper,Calidris minutilla,Shorebird,SP,95,MF,FO,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,13,WESA,Western Sandpiper,Calidris mauri,Shorebird,SP,22,SH,FO,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,14,CANG,Canada Goose,Branta canadensis,Geese,OTHER,6,MP,FO,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,9,CATE,Caspian Tern,Sterna caspia,Gull/Tern,PIS,8,MF,RO,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,15,BARS,Barn Swallow,Hirundo rustica,Passerine,AF,1,AE,FL,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,9,GADW,Gadwall,Anas strepera,Dabbler,DAB,2,MF,RO,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,9,AMAV,American Avocet,Recurvirostra americana,Shorebird,SP,1,SH,FO,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,4,AMAV,American Avocet,Recurvirostra americana,Shorebird,SP,7,MF,FO,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,3,AMAV,American Avocet,Recurvirostra americana,Shorebird,SP,15,SH,FO,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,3,WESA,Western Sandpiper,Calidris mauri,Shorebird,SP,31,MF,FO,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,2,AMAV,American Avocet,Recurvirostra americana,Shorebird,SP,21,SH,FO,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,7,AMAV,American Avocet,Recurvirostra americana,Shorebird,SP,55,SH,FO,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,3,SOSP,Song Sparrow,Melospiza melodia,Passerine,GR ,1,OL,RO,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,3,GCSP,Golden-crowned Sparrow,Zonotrichia albicollis,Passerine,GR ,1,OL,FO,,
April,2002,04/11/02,GC,LOW,9:30,1.3,65,1,30,0,7,RBGU,Ring-billed Gull,Larus delawarensis,Gull/Tern,OP,2,MF,RO,,
April,2002,04/12/02,GC,HIGH,13:10,2.0,72,1,25,0,2,GCSP,Golden-crowned Sparrow,Zonotrichia albicollis,Passerine,GR ,1,OL,UN,,
April,2002,04/12/02,GC,HIGH,13:10,2.0,72,1,25,0,2,FOTE,Forster's Tern,Sterna forsteri,Gull/Tern,PIS,1,AE,CF,,
April,2002,04/12/02,GC,HIGH,13:10,2.0,72,1,25,0,2,CATE,Caspian Tern,Sterna caspia,Gull/Tern,PIS,2,AE,FL,,
April,2002,04/12/02,GC,HIGH,13:10,2.0,72,1,25,0,8,BNST,Black-necked Stilt,Himantopus mexicanus,Shorebird,SP,1,AE,FL,,
April,2002,04/12/02,GC,HIGH,13:10,2.0,72,1,25,0,9,CATE,Caspian Tern,Sterna caspia,Gull/Tern,PIS,33,MP,RO,,
April,2002,04/12/02,GC,HIGH,13:10,2.0,72,1,25,0,9,CATE,Caspian Tern,Sterna caspia,Gull/Tern,PIS,4,SH,SW,,
April,2002,04/12/02,GC,HIGH,13:10,2.0,72,1,25,0,3,ANHU,Anna's Hummingbird,Calypte anna,Passerine,OTHER,1,OP,CA,,
April,2002,04/12/02,GC,HIGH,13:10,2.0,72,1,25,0,9,NSHO,Northern Shoveler,Anas clypeata,Dabbler,DAB,4,MP,RO,,
April,2002,04/12/02,GC,HIGH,13:10,2.0,72,1,25,0,9,AMAV,American Avocet,Recurvirostra americana,Shorebird,SP,5,MF,FO,,
April,2002,04/12/02,GC,HIGH,13:10,2.0,72,1,25,0,9,AMAV,American Avocet,Recurvirostra americana,Shorebird,SP,4,SH,FO,,
April,2002,04/12/02,GC,HIGH,13:10,2.0,72,1,25,0,14,CANG,Canada Goose,Branta canadensis,Geese,OTHER,2,MP,FO,,
April,2002,04/12/02,GC,HIGH,13:10,2.0,72,1,25,0,13,BUFF,Bufflehead,Bucephala albeola,Diving,DIV,1,OW,FO,,
April,2002,04/12/02,GC,HIGH,13:10,2.0,72,1,25,0,9,CANG,Canada Goose,Branta canadensis,Geese,OTHER,2,MP,FO,,
April,2002,04/12/02,GC,HIGH,13:10,2.0,72,1,25,0,14,KILL,Killdeer,Charadrius vociferus,Shorebird,SP,2,MF,FO,,
April,2002,04/12/02,GC,HIGH,13:10,2.0,72,1,25,0,14,AMAV,American Avocet,Recurvirostra americana,Shorebird,SP,2,SH,FO,,
April,2002,04/12/02,GC,HIGH,13:10,2.0,72,1,25,0,13,AMAV,American Avocet,Recurvirostra americana,Shorebird,SP,73,MP,RO,,
April,2002,04/12/02,GC,HIGH,13:10,2.0,72,1,25,0,13,AMAV,American Avocet,Recurvirostra americana,Shorebird,SP,4,SH,FO,,
April,2002,04/12/02,GC,HIGH,13:10,2.0,72,1,25,0,13,RBGU,Ring-billed Gull,Larus delawarensis,Gull/Tern,OP,4,OW,SW,,
April,2002,04/12/02,GC,HIGH,13:10,2.0,72,1,25,0,9,BNST,Black-necked Stilt,Himantopus mexicanus,Shorebird,SP,2,SH,RO,,
April,2002,04/12/02,GC,HIGH,13:10,2.0,72,1,25,0,14,WESA,Western Sandpiper,Calidris mauri,Shorebird,SP,61,MF,FO,,
April,2002,04/12/02,GC,HIGH,13:10,2.0,72,1,25,0,14,LESA,Least Sandpiper,Calidris minutilla,Shorebird,SP,26,MF,FO,,
April,2002,04/12/02,GC,HIGH,13:10,2.0,72,1,25,0,14,DUNL,Dunlin,Calidris alpina,Shorebird,SP,8,MF,FO,,
April,2002,04/12/02,GC,HIGH,13:10,2.0,72,1,25,0,13,RBGU,Ring-billed Gull,Larus delawarensis,Gull/Tern,OP,12,MP,RO,,
April,2002,04/12/02,GC,HIGH,13:10,2.0,72,1,25,0,14,WESA,Western Sandpiper,Calidris mauri,Shorebird,SP,45,SH,FO,,
April,2002,04/12/02,GC,HIGH,13:10,2.0,72,1,25,0,13,WESA,Western Sandpiper,Calidris mauri,Shorebird,SP,1030,MP,FO,,
April,2002,04/12/02,GC,HIGH,13:10,2.0,72,1,25,0,18,KILL,Killdeer,Charadrius vociferus,Shorebird,SP,1,MP,AL,,
April,2002,04/12/02,GC,HIGH,13:10,2.0,72,1,25,0,12,WESA,Western Sandpiper,Calidris mauri,Shorebird,SP,350,MF,FO,,
April,2002,04/12/02,GC,HIGH,13:10,2.0,72,1,25,0,2,DCCO,Double-crested Cormorant,Phalacrocorax auritus,Cormorant,PIS,1,AE,FL,,
April,2002,04/12/02,GC,HIGH,13:10,2.0,72,1,25,0,17,WESA,Western Sandpiper,Calidris mauri,Shorebird,SP,8,MP,FO,,
April,2002,04/12/02,GC,HIGH,13:10,2.0,72,1,25,0,11,HOLA,Horned Lark,Eremophila alpestris,Passerine,GR ,1,OL,RO,,
April,2002,04/12/02,GC,HIGH,13:10,2.0,72,1,25,0,11,WESA,Western Sandpiper,Calidris mauri,Shorebird,SP,45,MF,FO,,
April,2002,04/12/02,GC,HIGH,13:10,2.0,72,1,25,0,6,WESA,Western Sandpiper,Calidris mauri,Shorebird,SP,8,SH,FO,,
April,2002,04/12/02,GC,HIGH,13:10,2.0,72,1,25,0,1,SOSP,Song Sparrow,Melospiza melodia,Passerine,GR ,2,OL,UN,,
April,2002,04/12/02,GC,HIGH,13:10,2.0,72,1,25,0,1,KILL,Killdeer,Charadrius vociferus,Shorebird,SP,2,SH,FO,,
April,2002,04/12/02,GC,HIGH,13:10,2.0,72,1,25,0,1,BBPL,Black-bellied Plover,Pluvialis squatarola,Shorebird,SP,1,MF,RO,,
May,2002,05/13/02,GC,LOW,11:40,1.0,70,2,20,0,2,MALL,Mallard,Anas platyrhynchos,Dabbler,DAB,5,OW,SW,,
May,2002,05/13/02,GC,LOW,11:40,1.0,70,2,20,0,2,COGO,Common Goldeneye,Bucephala clangula,Diving,DIV,1,OW,SW,,
May,2002,05/13/02,GC,LOW,11:40,1.0,70,2,20,0,2,BNST,Black-necked Stilt,Himantopus mexicanus,Shorebird,SP,1,CE,FO,,
May,2002,05/13/02,GC,LOW,11:40,1.0,70,2,20,0,7,AMAV,American Avocet,Recurvirostra americana,Shorebird,SP,1,MF,FO,,
May,2002,05/13/02,GC,LOW,11:40,1.0,70,2,20,0,2,KILL,Killdeer,Charadrius vociferus,Shorebird,SP,1,AE,FL,,
May,2002,05/13/02,GC,LOW,11:40,1.0,70,2,20,0,1,SNEG,Snowy Egret,Egretta thula,Wader,WD,1,SH,FO,,
May,2002,05/13/02,GC,LOW,11:40,1.0,70,2,20,0,7,GULL,Unknown Gull,Laridae spp,Gull/Tern,OP,2,OW,SW,,
May,2002,05/13/02,GC,LOW,11:40,1.0,70,2,20,0,7,CATE,Caspian Tern,Sterna caspia,Gull/Tern,PIS,10,MF,RO,,
May,2002,05/13/02,GC,LOW,11:40,1.0,70,2,20,0,2,CATE,Caspian Tern,Sterna caspia,Gull/Tern,PIS,3,AE,FL,,
May,2002,05/13/02,GC,LOW,11:40,1.0,70,2,20,0,12,MALL,Mallard,Anas platyrhynchos,Dabbler,DAB,1,OW,SW,,
May,2002,05/13/02,GC,LOW,11:40,1.0,70,2,20,0,3,MAWR,Marsh Wren,Cistothorus palustris,Passerine,GR ,1,OP,CA,,
May,2002,05/13/02,GC,LOW,11:40,1.0,70,2,20,0,3,SOSP,Song Sparrow,Melospiza melodia,Passerine,GR ,2,OP,CA,,
May,2002,05/13/02,GC,LOW,11:40,1.0,70,2,20,0,2,BARS,Barn Swallow,Hirundo rustica,Passerine,AF,1,AE,FL,,
May,2002,05/13/02,GC,LOW,11:40,1.0,70,2,20,0,3,SOSP,Song Sparrow,Melospiza melodia,Passerine,GR ,1,OP,CA,,
May,2002,05/13/02,GC,LOW,11:40,1.0,70,2,20,0,4,RWBL,Red-winged Blackbird,Agelaius phoeniceus,Passerine,GR ,2,AE,FL,,
May,2002,05/13/02,GC,LOW,11:40,1.0,70,2,20,0,8,CATE,Caspian Tern,Sterna caspia,Gull/Tern,PIS,1,MF,RO,,
May,2002,05/13/02,GC,LOW,11:40,1.0,70,2,20,0,7,CATE,Caspian Tern,Sterna caspia,Gull/Tern,PIS,1,OW,SW,,
May,2002,05/13/02,GC,LOW,11:40,1.0,70,2,20,0,3,MALL,Mallard,Anas platyrhynchos,Dabbler,DAB,1,AE,FL,,
May,2002,05/13/02,GC,LOW,11:40,1.0,70,2,20,0,9,CATE,Caspian Tern,Sterna caspia,Gull/Tern,PIS,4,AE,FL,,
May,2002,05/13/02,GC,LOW,11:40,1.0,70,2,20,0,13,BARS,Barn Swallow,Hirundo rustica,Passerine,AF,1,AE,FL,,
May,2002,05/13/02,GC,LOW,11:40,1.0,70,2,20,0,14,HOLA,Horned Lark,Eremophila alpestris,Passerine,GR ,1,MP,FO,,
May,2002,05/13/02,GC,LOW,11:40,1.0,70,2,20,0,13,TUVU,Turkey Vulture,Cathartes aura,Raptor,OP,1,AE,FL,,
May,2002,05/13/02,GC,LOW,11:40,1.0,70,2,20,0,18,SEPL,Semipalmated Plover,Charadrius semipalmatus,Shorebird,SP,8,MF,FO,,
